Country,Year,Category,Value
Chile,1985,Nuclear,0
Chile,1986,Nuclear,0
Chile,1987,Nuclear,0
Chile,1988,Nuclear,0
Chile,1989,Nuclear,0
Chile,1990,Nuclear,0
Chile,1991,Nuclear,0
Chile,1992,Nuclear,0
Chile,1993,Nuclear,0
Chile,1994,Nuclear,0
Chile,1995,Nuclear,0
Chile,1996,Nuclear,0
Chile,1997,Nuclear,0
Chile,1998,Nuclear,0
Chile,1999,Nuclear,0
Chile,2000,Nuclear,0
Chile,2001,Nuclear,0
Chile,2002,Nuclear,0
Chile,2003,Nuclear,0
Chile,2004,Nuclear,0
Chile,2005,Nuclear,0
Chile,2006,Nuclear,0
Chile,2007,Nuclear,0
Chile,2008,Nuclear,0
Chile,2009,Nuclear,0
Chile,2010,Nuclear,0
Chile,2011,Nuclear,0
Chile,2012,Nuclear,0
Chile,2013,Nuclear,0
Chile,2014,Nuclear,0
Chile,2015,Nuclear,0
Chile,2016,Nuclear,0
Chile,2017,Nuclear,0
Chile,2018,Nuclear,0
Chile,2019,Nuclear,0
Chile,2020,Nuclear,0
Chile,1971,Renewable sources,4875
Chile,1972,Renewable sources,5787
Chile,1973,Renewable sources,5646
Chile,1974,Renewable sources,6410
Chile,1975,Renewable sources,6439
Chile,1976,Renewable sources,6672
Chile,1977,Renewable sources,7049
Chile,1978,Renewable sources,7342
Chile,1979,Renewable sources,7542
Chile,1980,Renewable sources,7976
Chile,1981,Renewable sources,8260
Chile,1982,Renewable sources,9051
Chile,1983,Renewable sources,9821
Chile,1984,Renewable sources,10176
Chile,1985,Renewable sources,11265
Chile,1986,Renewable sources,12110
Chile,1987,Renewable sources,13094
Chile,1988,Renewable sources,12885
Chile,1989,Renewable sources,10864
Chile,1990,Renewable sources,9891
Chile,1991,Renewable sources,14167
Chile,1992,Renewable sources,18493
Chile,1993,Renewable sources,19602
Chile,1994,Renewable sources,18772
Chile,1995,Renewable sources,20293
Chile,1996,Renewable sources,18579
Chile,1997,Renewable sources,20689
Chile,1998,Renewable sources,17105
Chile,1999,Renewable sources,14600
Chile,2000,Renewable sources,19457
Chile,2001,Renewable sources,23078
Chile,2002,Renewable sources,24216
Chile,2003,Renewable sources,23488
Chile,2004,Renewable sources,24017
Chile,2005,Renewable sources,28280
Chile,2006,Renewable sources,30567
Chile,2007,Renewable sources,25835
Chile,2008,Renewable sources,27314
Chile,2009,Renewable sources,29649
Chile,2010,Renewable sources,24296
Chile,2011,Renewable sources,26020
Chile,2012,Renewable sources,25421
Chile,2013,Renewable sources,26060
Chile,2014,Renewable sources,30349
Chile,2015,Renewable sources,32872
Chile,2016,Renewable sources,34319
Chile,2017,Renewable sources,34876
Chile,2018,Renewable sources,38075
Chile,2019,Renewable sources,39388
Chile,2020,Renewable sources,38599
Chile,1971,Total,8524
Chile,1972,Total,8934
Chile,1973,Total,8766
Chile,1974,Total,9297
Chile,1975,Total,8732
Chile,1976,Total,9277
Chile,1977,Total,9776
Chile,1978,Total,10360
Chile,1979,Total,11134
Chile,1980,Total,11751
Chile,1981,Total,11978
Chile,1982,Total,11871
Chile,1983,Total,12624
Chile,1984,Total,13497
Chile,1985,Total,14040
Chile,1986,Total,14744
Chile,1987,Total,15637
Chile,1988,Total,16915
Chile,1989,Total,17811
Chile,1990,Total,18372
Chile,1991,Total,19961
Chile,1992,Total,22363
Chile,1993,Total,24003
Chile,1994,Total,25277
Chile,1995,Total,28027
Chile,1996,Total,30733
Chile,1997,Total,33297
Chile,1998,Total,35509
Chile,1999,Total,38390
Chile,2000,Total,40078
Chile,2001,Total,42531
Chile,2002,Total,43671
Chile,2003,Total,46829
Chile,2004,Total,51208
Chile,2005,Total,52484
Chile,2006,Total,55320
Chile,2007,Total,58509
Chile,2008,Total,59704
Chile,2009,Total,60722
Chile,2010,Total,60434
Chile,2011,Total,65713
Chile,2012,Total,69751
Chile,2013,Total,73065
Chile,2014,Total,70753
Chile,2015,Total,75387
Chile,2016,Total,79308
Chile,2017,Total,79417
Chile,2018,Total,82313
Chile,2019,Total,84558
Chile,2020,Total,81851
Colombia,1971,Fossil fuels,3578
Colombia,1972,Fossil fuels,3229
Colombia,1973,Fossil fuels,3688
Colombia,1974,Fossil fuels,4083
Colombia,1975,Fossil fuels,3841
Colombia,1976,Fossil fuels,4307
Colombia,1977,Fossil fuels,4612
Colombia,1978,Fossil fuels,5087
Colombia,1979,Fossil fuels,5529
Colombia,1980,Fossil fuels,5934
Colombia,1981,Fossil fuels,6274
Colombia,1982,Fossil fuels,6833
Colombia,1983,Fossil fuels,7409
Colombia,1984,Fossil fuels,7988
Colombia,1985,Fossil fuels,8217
Colombia,1986,Fossil fuels,7944
Colombia,1987,Fossil fuels,8096
Colombia,1988,Fossil fuels,8361
Colombia,1989,Fossil fuels,8037
Colombia,1990,Fossil fuels,8586
Colombia,1991,Fossil fuels,8995
Colombia,1992,Fossil fuels,10323
Colombia,1993,Fossil fuels,10313
Colombia,1994,Fossil fuels,8906
Colombia,1995,Fossil fuels,10079
Colombia,1996,Fossil fuels,7375
Colombia,1997,Fossil fuels,12648
Colombia,1998,Fossil fuels,13583
Colombia,1999,Fossil fuels,8624
Colombia,2000,Fossil fuels,10555
Colombia,2001,Fossil fuels,11148
Colombia,2002,Fossil fuels,10583
Colombia,2003,Fossil fuels,9872
Colombia,2004,Fossil fuels,9123
Colombia,2005,Fossil fuels,9982
Colombia,2006,Fossil fuels,10430
Colombia,2007,Fossil fuels,10198
Colombia,2008,Fossil fuels,8944
Colombia,2009,Fossil fuels,15500
Colombia,2010,Fossil fuels,17764
Colombia,2011,Fossil fuels,11261
Colombia,2012,Fossil fuels,13941
Colombia,2013,Fossil fuels,22627
Colombia,2014,Fossil fuels,21776
Colombia,2015,Fossil fuels,28580
Colombia,2016,Fossil fuels,26182
Colombia,2017,Fossil fuels,16401
Colombia,2018,Fossil fuels,18508
Colombia,2019,Fossil fuels,24052
Colombia,2020,Fossil fuels,21059
Colombia,1971,Nuclear,0
Colombia,1972,Nuclear,0
Colombia,1973,Nuclear,0
Colombia,1974,Nuclear,0
Colombia,1975,Nuclear,0
Colombia,1976,Nuclear,0
Colombia,1977,Nuclear,0
Colombia,1978,Nuclear,0
Colombia,1979,Nuclear,0
Colombia,1980,Nuclear,0
Colombia,1981,Nuclear,0
Colombia,1982,Nuclear,0
Colombia,1983,Nuclear,0
Colombia,1984,Nuclear,0
Colombia,1985,Nuclear,0
Colombia,1986,Nuclear,0
Colombia,1987,Nuclear,0
Colombia,1988,Nuclear,0
Colombia,1989,Nuclear,0
Colombia,1990,Nuclear,0
Colombia,1991,Nuclear,0
Colombia,1992,Nuclear,0
Colombia,1993,Nuclear,0
Colombia,1994,Nuclear,0
Colombia,1995,Nuclear,0
Colombia,1996,Nuclear,0
Colombia,1997,Nuclear,0
Colombia,1998,Nuclear,0
Colombia,1999,Nuclear,0
Colombia,2000,Nuclear,0
Colombia,2001,Nuclear,0
Colombia,2002,Nuclear,0
Colombia,2003,Nuclear,0
Colombia,2004,Nuclear,0
Colombia,2005,Nuclear,0
Colombia,2006,Nuclear,0
Colombia,2007,Nuclear,0
Colombia,2008,Nuclear,0
Colombia,2009,Nuclear,0
Colombia,2010,Nuclear,0
Colombia,2011,Nuclear,0
Colombia,2012,Nuclear,0
Colombia,2013,Nuclear,0
Colombia,2014,Nuclear,0
Colombia,2015,Nuclear,0
Colombia,2016,Nuclear,0
Colombia,2017,Nuclear,0
Colombia,2018,Nuclear,0
Colombia,2019,Nuclear,0
Colombia,2020,Nuclear,0
Colombia,1971,Renewable sources,6663
Colombia,1972,Renewable sources,7298
Colombia,1973,Renewable sources,7939
Colombia,1974,Renewable sources,8849
Colombia,1975,Renewable sources,9090
Colombia,1976,Renewable sources,9399
Colombia,1977,Renewable sources,10645
Colombia,1978,Renewable sources,12276
Colombia,1979,Renewable sources,13476
Colombia,1980,Renewable sources,14512
Colombia,1981,Renewable sources,14503
Colombia,1982,Renewable sources,15349
Colombia,1983,Renewable sources,15496
Colombia,1984,Renewable sources,17306
Colombia,1985,Renewable sources,18610
Colombia,1986,Renewable sources,21486
Colombia,1987,Renewable sources,23401
Colombia,1988,Renewable sources,24651
Colombia,1989,Renewable sources,26933
Colombia,1990,Renewable sources,27771
Colombia,1991,Renewable sources,27995
Colombia,1992,Renewable sources,22621
Colombia,1993,Renewable sources,28246
Colombia,1994,Renewable sources,32503
Colombia,1995,Renewable sources,32637
Colombia,1996,Renewable sources,35987
Colombia,1997,Renewable sources,31957
Colombia,1998,Renewable sources,31314
Colombia,1999,Renewable sources,34198
Colombia,2000,Renewable sources,32576
Colombia,2001,Renewable sources,32300
Colombia,2002,Renewable sources,34465
Colombia,2003,Renewable sources,36675
Colombia,2004,Renewable sources,40603
Colombia,2005,Renewable sources,40362
Colombia,2006,Renewable sources,43342
Colombia,2007,Renewable sources,45034
Colombia,2008,Renewable sources,47001
Colombia,2009,Renewable sources,41656
Colombia,2010,Renewable sources,42865
Colombia,2011,Renewable sources,50926
Colombia,2012,Renewable sources,49598
Colombia,2013,Renewable sources,51374
Colombia,2014,Renewable sources,49296
Colombia,2015,Renewable sources,50016
Colombia,2016,Renewable sources,50618
Colombia,2017,Renewable sources,62879
Colombia,2018,Renewable sources,61455
Colombia,2019,Renewable sources,56364
Colombia,2020,Renewable sources,50817
Colombia,1971,Total,10241
Colombia,1972,Total,10527
Colombia,1973,Total,11627
Colombia,1974,Total,12932
Colombia,1975,Total,12931
Colombia,1976,Total,13706
Colombia,1977,Total,15257
Colombia,1978,Total,17363
Colombia,1979,Total,19005
Colombia,1980,Total,20446
Colombia,1981,Total,20777
Colombia,1982,Total,22182
Colombia,1983,Total,22905
Colombia,1984,Total,25294
Colombia,1985,Total,26827
Colombia,1986,Total,29430
Colombia,1987,Total,31497
Colombia,1988,Total,33012
Colombia,1989,Total,34970
Colombia,1990,Total,36357
Colombia,1991,Total,36990
Colombia,1992,Total,32944
Colombia,1993,Total,38559
Colombia,1994,Total,41409
Colombia,1995,Total,42716
Colombia,1996,Total,43362
Colombia,1997,Total,44605
Colombia,1998,Total,44897
Colombia,1999,Total,42822
Colombia,2000,Total,43131
Colombia,2001,Total,43448
Colombia,2002,Total,45048
Colombia,2003,Total,46547
Colombia,2004,Total,49726
Colombia,2005,Total,50344
Colombia,2006,Total,53772
Colombia,2007,Total,55232
Colombia,2008,Total,55945
Colombia,2009,Total,57156
Colombia,2010,Total,60629
Colombia,2011,Total,62187
Colombia,2012,Total,63539
Colombia,2013,Total,74001
Colombia,2014,Total,71072
Colombia,2015,Total,78596
Colombia,2016,Total,76800
Colombia,2017,Total,79280
Colombia,2018,Total,79963
Colombia,2019,Total,80416
Colombia,2020,Total,71876
Czech Republic,1971,Fossil fuels,35164
Czech Republic,1972,Fossil fuels,38315
Czech Republic,1973,Fossil fuels,40093
Czech Republic,1974,Fossil fuels,41321
Czech Republic,1975,Fossil fuels,44094
Czech Republic,1976,Fossil fuels,46783
Czech Republic,1977,Fossil fuels,49227
Czech Republic,1978,Fossil fuels,51835
Czech Republic,1979,Fossil fuels,48956
Czech Republic,1980,Fossil fuels,50257
Czech Republic,1981,Fossil fuels,51516
Czech Republic,1982,Fossil fuels,52977
Czech Republic,1983,Fossil fuels,54796
Czech Republic,1984,Fossil fuels,55487
Czech Republic,1985,Fossil fuels,54053
Czech Republic,1986,Fossil fuels,52581
Czech Republic,1987,Fossil fuels,49030
Czech Republic,1988,Fossil fuels,50419
Czech Republic,1989,Fossil fuels,51070
Czech Republic,1990,Fossil fuels,48525
Czech Republic,1991,Fossil fuels,47077
Czech Republic,1992,Fossil fuels,45405
Czech Republic,1993,Fossil fuels,44497
Czech Republic,1994,Fossil fuels,43631
Czech Republic,1995,Fossil fuels,45938
Czech Republic,1996,Fossil fuels,48712
Czech Republic,1997,Fossil fuels,49530
Czech Republic,1998,Fossil fuels,49463
Czech Republic,1999,Fossil fuels,48444
Czech Republic,2000,Fossil fuels,57031
Czech Republic,2001,Fossil fuels,56903
Czech Republic,2002,Fossil fuels,54252
Czech Republic,2003,Fossil fuels,55058
Czech Republic,2004,Fossil fuels,54716
Czech Republic,2005,Fossil fuels,54063
Czech Republic,2006,Fossil fuels,54080
Czech Republic,2007,Fossil fuels,58172
Czech Republic,2008,Fossil fuels,53001
Czech Republic,2009,Fossil fuels,49760
Czech Republic,2010,Fossil fuels,51300
Czech Republic,2011,Fossil fuels,51094
Czech Republic,2012,Fossil fuels,48159
Czech Republic,2013,Fossil fuels,45815
Czech Republic,2014,Fossil fuels,45442
Czech Republic,2015,Fossil fuels,46195
Czech Republic,2016,Fossil fuels,48443
Czech Republic,2017,Fossil fuels,47724
Czech Republic,2018,Fossil fuels,47429
Czech Republic,2019,Fossil fuels,45358
Czech Republic,2020,Fossil fuels,39604
Czech Republic,1971,Nuclear,0
Czech Republic,1972,Nuclear,0
Czech Republic,1973,Nuclear,0
Czech Republic,1974,Nuclear,0
Czech Republic,1975,Nuclear,0
Czech Republic,1976,Nuclear,0
Czech Republic,1977,Nuclear,0
Czech Republic,1978,Nuclear,0
Czech Republic,1979,Nuclear,0
Czech Republic,1980,Nuclear,0
Czech Republic,1981,Nuclear,0
Czech Republic,1982,Nuclear,0
Czech Republic,1983,Nuclear,200
Czech Republic,1984,Nuclear,1239
Czech Republic,1985,Nuclear,2397
Czech Republic,1986,Nuclear,6149
Czech Republic,1987,Nuclear,10701
Czech Republic,1988,Nuclear,11816
Czech Republic,1989,Nuclear,12418
Czech Republic,1990,Nuclear,12585
Czech Republic,1991,Nuclear,12132
Czech Republic,1992,Nuclear,12250
Czech Republic,1993,Nuclear,12627
Czech Republic,1994,Nuclear,12977
Czech Republic,1995,Nuclear,12230
Czech Republic,1996,Nuclear,12850
Czech Republic,1997,Nuclear,12494
Czech Republic,1998,Nuclear,13178
Czech Republic,1999,Nuclear,13357
Czech Republic,2000,Nuclear,13590
Czech Republic,2001,Nuclear,14749
Czech Republic,2002,Nuclear,18738
Czech Republic,2003,Nuclear,25872
Czech Republic,2004,Nuclear,26325
Czech Republic,2005,Nuclear,24728
Czech Republic,2006,Nuclear,26046
Czech Republic,2007,Nuclear,26172
Czech Republic,2008,Nuclear,26551
Czech Republic,2009,Nuclear,27208
Czech Republic,2010,Nuclear,27998
Czech Republic,2011,Nuclear,28283
Czech Republic,2012,Nuclear,30324
Czech Republic,2013,Nuclear,30745
Czech Republic,2014,Nuclear,30325
Czech Republic,2015,Nuclear,26841
Czech Republic,2016,Nuclear,24104
Czech Republic,2017,Nuclear,28340
Czech Republic,2018,Nuclear,29921
Czech Republic,2019,Nuclear,30246
Czech Republic,2020,Nuclear,30043
Czech Republic,1971,Renewable sources,1208
Czech Republic,1972,Renewable sources,1264
Czech Republic,1973,Renewable sources,1081
Czech Republic,1974,Renewable sources,1819
Czech Republic,1975,Renewable sources,1814
Czech Republic,1976,Renewable sources,1446
Czech Republic,1977,Renewable sources,1967
Czech Republic,1978,Renewable sources,1830
Czech Republic,1979,Renewable sources,2293
Czech Republic,1980,Renewable sources,2399
Czech Republic,1981,Renewable sources,2061
Czech Republic,1982,Renewable sources,1670
Czech Republic,1983,Renewable sources,1655
Czech Republic,1984,Renewable sources,1298
Czech Republic,1985,Renewable sources,1671
Czech Republic,1986,Renewable sources,1876
Czech Republic,1987,Renewable sources,2465
Czech Republic,1988,Renewable sources,2099
Czech Republic,1989,Renewable sources,1643
Czech Republic,1990,Renewable sources,1161
Czech Republic,1991,Renewable sources,1089
Czech Republic,1992,Renewable sources,1402
Czech Republic,1993,Renewable sources,1530
Czech Republic,1994,Renewable sources,1781
Czech Republic,1995,Renewable sources,2407
Czech Republic,1996,Renewable sources,2261
Czech Republic,1997,Renewable sources,2193
Czech Republic,1998,Renewable sources,1983
Czech Republic,1999,Renewable sources,2358
Czech Republic,2000,Renewable sources,2284
Czech Republic,2001,Renewable sources,2577
Czech Republic,2002,Renewable sources,2998
Czech Republic,2003,Renewable sources,1879
Czech Republic,2004,Renewable sources,2741
Czech Republic,2005,Renewable sources,3132
Czech Republic,2006,Renewable sources,3520
Czech Republic,2007,Renewable sources,3410
Czech Republic,2008,Renewable sources,3731
Czech Republic,2009,Renewable sources,4654
Czech Republic,2010,Renewable sources,5902
Czech Republic,2011,Renewable sources,7248
Czech Republic,2012,Renewable sources,8065
Czech Republic,2013,Renewable sources,9309
Czech Republic,2014,Renewable sources,9172
Czech Republic,2015,Renewable sources,9422
Czech Republic,2016,Renewable sources,9384
Czech Republic,2017,Renewable sources,9621
Czech Republic,2018,Renewable sources,9425
Czech Republic,2019,Renewable sources,10051
Czech Republic,2020,Renewable sources,10291
Czech Republic,1971,Total,36372
Czech Republic,1972,Total,39579
Czech Republic,1973,Total,41174
Czech Republic,1974,Total,43140
Czech Republic,1975,Total,45908
Czech Republic,1976,Total,48229
Czech Republic,1977,Total,51194
Czech Republic,1978,Total,53665
Czech Republic,1979,Total,51249
Czech Republic,1980,Total,52656
Czech Republic,1981,Total,53577
Czech Republic,1982,Total,54647
Czech Republic,1983,Total,56651
Czech Republic,1984,Total,58024
Czech Republic,1985,Total,58121
Czech Republic,1986,Total,60606
Czech Republic,1987,Total,62196
Czech Republic,1988,Total,64334
Czech Republic,1989,Total,65131
Czech Republic,1990,Total,62271
Czech Republic,1991,Total,60298
Czech Republic,1992,Total,59057
Czech Republic,1993,Total,58654
Czech Republic,1994,Total,58389
Czech Republic,1995,Total,60575
Czech Republic,1996,Total,63823
Czech Republic,1997,Total,64217
Czech Republic,1998,Total,64624
Czech Republic,1999,Total,64159
Czech Republic,2000,Total,72911
Czech Republic,2001,Total,74234
Czech Republic,2002,Total,75995
Czech Republic,2003,Total,82816
Czech Republic,2004,Total,83790
Czech Republic,2005,Total,81931
Czech Republic,2006,Total,83654
Czech Republic,2007,Total,87764
Czech Republic,2008,Total,83295
Czech Republic,2009,Total,81632
Czech Republic,2010,Total,85312
Czech Republic,2011,Total,86776
Czech Republic,2012,Total,86687
Czech Republic,2013,Total,86008
Czech Republic,2014,Total,85096
Czech Republic,2015,Total,82616
Czech Republic,2016,Total,82107
Czech Republic,2017,Total,85880
Czech Republic,2018,Total,86981
Czech Republic,2019,Total,85864
Czech Republic,2020,Total,80150
Denmark,1971,Fossil fuels,18600
Denmark,1972,Fossil fuels,20550
Denmark,1973,Fossil fuels,19096
Denmark,1974,Fossil fuels,18279
Denmark,1975,Fossil fuels,18240
Denmark,1976,Fossil fuels,20485
Denmark,1977,Fossil fuels,22042
Denmark,1978,Fossil fuels,20392
Denmark,1979,Fossil fuels,22080
Denmark,1980,Fossil fuels,26724
Denmark,1981,Fossil fuels,19719
Denmark,1982,Fossil fuels,23676
Denmark,1983,Fossil fuels,22085
Denmark,1984,Fossil fuels,22576
Denmark,1985,Fossil fuels,29027
Denmark,1986,Fossil fuels,30577
Denmark,1987,Fossil fuels,29225
Denmark,1988,Fossil fuels,27663
Denmark,1989,Fossil fuels,22351
Denmark,1990,Fossil fuels,25134
Denmark,1991,Fossil fuels,35424
Denmark,1992,Fossil fuels,29272
Denmark,1993,Fossil fuels,32182
Denmark,1994,Fossil fuels,38603
Denmark,1995,Fossil fuels,34616
Denmark,1996,Fossil fuels,51128
Denmark,1997,Fossil fuels,40963
Denmark,1998,Fossil fuels,36758
Denmark,1999,Fossil fuels,34021
Denmark,2000,Fossil fuels,29886
Denmark,2001,Fossil fuels,31276
Denmark,2002,Fossil fuels,31862
Denmark,2003,Fossil fuels,37420
Denmark,2004,Fossil fuels,30252
Denmark,2005,Fossil fuels,25618
Denmark,2006,Fossil fuels,35586
Denmark,2007,Fossil fuels,28216
Denmark,2008,Fossil fuels,25665
Denmark,2009,Fossil fuels,25528
Denmark,2010,Fossil fuels,25686
Denmark,2011,Fossil fuels,20270
Denmark,2012,Fossil fuels,15134
Denmark,2013,Fossil fuels,18060
Denmark,2014,Fossil fuels,13476
Denmark,2015,Fossil fuels,9252
Denmark,2016,Fossil fuels,11444
Denmark,2017,Fossil fuels,8502
Denmark,2018,Fossil fuels,8903
Denmark,2019,Fossil fuels,5654
Denmark,2020,Fossil fuels,4509
Denmark,1971,Nuclear,0
Denmark,1972,Nuclear,0
Denmark,1973,Nuclear,0
Denmark,1974,Nuclear,0
Denmark,1975,Nuclear,0
Denmark,1976,Nuclear,0
Denmark,1977,Nuclear,0
Denmark,1978,Nuclear,0
Denmark,1979,Nuclear,0
Denmark,1980,Nuclear,0
Denmark,1981,Nuclear,0
Denmark,1982,Nuclear,0
Denmark,1983,Nuclear,0
Denmark,1984,Nuclear,0
Denmark,1985,Nuclear,0
Denmark,1986,Nuclear,0
Denmark,1987,Nuclear,0
Denmark,1988,Nuclear,0
Denmark,1989,Nuclear,0
Denmark,1990,Nuclear,0
Denmark,1991,Nuclear,0
